RAZÃO SOCIAL,ENDEREÇO,BAIRRO,BANDEIRA,PREÇO VENDA,PREÇO COMPRA,MODELIDADE DE COMPRA,FORNECEDOR (B BRANCA),DATA COLETA,DATA RECUSA,NOTA FISCAL
Auto Posto 28 de Setembro Ltda,"Avenida Doutor Gentil de Moura, 445",Ipiranga,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,18/11/2019,Não
Auto Posto Paes de Barros Ltda,"Avenida Paes de Barros, 1064",Mooca,RAIZEN,-,-,-,-,-,12/11/2019,Não
Auto Posto Moni Ltda,"Rua Emilia Mach Figueiredo, 174",Jacana,RAIZEN,-,-,-,-,-,06/11/2019,Não
Escalada Auto Posto Ltda,"Estrada Itapecerica da Serra, 195",Santo Amaro,RAIZEN,-,-,-,-,-,26/11/2019,Não
Centro Automotivo Abraao de Moraes Ltda,"Avenida Professor Abraao de Morais, 2233",Saude,RAIZEN,-,-,-,-,-,18/11/2019,Não
Posto de Serviços Malta 02 Ltda,"Rua Roque Barbosa Lima, 326",Vila Paulo Silas,RAIZEN,-,-,-,-,-,26/11/2019,Não
Auto Posto 5300 Ltda,"Avenida do Estado, 5300",Cambuci,RAIZEN,-,-,-,-,-,12/11/2019,Não
Cisne Branco Auto Posto Ltda,"Avenida Doutor Gastao Vidigal, 2245",Vila Leopoldina,RAIZEN,-,-,-,-,-,07/11/2019,Não
Portal Leste Auto Posto Ltda,"Avenida Alcantara Machado, 1884",Bras,RAIZEN,-,-,-,-,-,05/11/2019,Não
Tex Auto Posto Ltda,"Avenida Aricanduva, 539",Tatuapé,IPIRANGA,-,-,-,-,-,13/11/2019,Não
Posto Videira Ltda,"Avenida Jardim Japao, 359",Jd Brasil,IPIRANGA,-,-,-,-,-,06/11/2019,Não
Auto Posto Mc de Sao Paulo Ltda,"Rua Tiburcio de Souza, 1125",Itaim Paulista,IPIRANGA,-,-,-,-,-,27/11/2019,Não
Stilus Auto Posto Ltda,"Avenida Inconfidencia Mineira, 959",Vila Rica,IPIRANGA,-,-,-,-,-,19/11/2019,Não
Rf- 7 Posto de Serviço Ltda,"Rua Bela Cintra, 1507",Cerqueira César,IPIRANGA,-,-,-,-,-,21/11/2019,Não
Centro Comercial Mundocar Ltda,"Rua Leandro de Souza, 95",Sao Joao Climaco,IPIRANGA,-,-,-,-,-,25/11/2019,Não
Centro Automotivo Toscana Ltda,"Avenida Senador Teotonio Vilela, 8300",Parelheiros,IPIRANGA,-,-,-,-,-,26/11/2019,Não
Auto Servicos Mapeli Ltda,"Rua Tiburcio de Souza, 2496",Jardim Nossa Senhora do Caminho,ZEMA,-,-,-,-,-,27/11/2019,Não
Auto Posto Estacao Leste Ltda.,"Avenida Sao Miguel, 8070",Sao Miguel,BRANCA,-,-,-,-,-,13/11/2019,Não
Posto de Serviço Esplanada Ltda,"Rua Coronel Marcilio Franco, 1046",Vila Izolina Mazzei,BRANCA,-,-,-,-,-,21/11/2019,Não
Yonecar Auto Posto Ltda,"Avenida da Conceicao, 1826",Vila Eleonora,BRANCA,-,-,-,-,-,27/11/2019,Não
Box 4 Posto de Serviços e Conveniências Ltda,"Estrada da Colônia, S/n",Nova Parelheiros,BRANCA,-,-,-,-,-,26/11/2019,Não
Auto Posto Clima Limitada,"Avenida Imirim, 562",Imirim,BRANCA,-,-,-,-,-,21/11/2019,Não
Posto de Servicos Adriser Ltda,"Rua Votupoca, 34",Vila Ipojuca,BRANCA,-,-,-,-,-,21/11/2019,Não
Gasnet Paulistano Auto Posto Ltda,"Avenida Oliveira Freire, 1572",Parque Paulistano,BRANCA,-,-,-,-,-,06/11/2019,Não
Auto Posto Alto da Serra Ltda,"Avenida Cel Sezefredo Fagundes, 2383",Jardim Tremembé,BRANCA,-,-,-,-,-,06/11/2019,Não
Auto Posto Paraizo de Alah Ltda,"Avenida Deputado Cantidio Sampaio, 6433",Jaraguá,BRANCA,-,-,-,-,-,21/11/2019,Não
Centreville Servicos Automotivos Ltda,"Rua Cerro Cora, 1095",Lapa,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,21/11/2019,Não
Auto Posto José Maria Lisboa Ltda.,"Avenida Nove de Julho, 3062",Jardim Paulista,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,21/11/2019,Não
Auto Posto Sao Paulo Ltda,"Avenida Joao Dias, 794",Santo Amaro,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,25/11/2019,Não
Auto Posto Sentinela Eireli,"Avenida Vila Ema, 1420",Vila Ema,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,27/11/2019,Não
Auto Posto Mm Ltda,"Rua Vigario Albernaz, 808",Vila Gumercindo,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,18/11/2019,Não
Auto Posto Fernando Falcão Ltda.,"Rua Fernando Falcão, 961",Alto da Mooca,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,12/11/2019,Não
Posto Bom Retiro Ltda,"Rua Jaragua, 267",Bom Retiro,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,06/11/2019,Não
Auto Posto Largo de Pinheiros Ltda,"Rua dos Pinheiros, 1501",Jardim das Rosas - Pinheiros,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,06/11/2019,Não
Nova Cachoeirinha Auto Posto Comercio Ltda,"Avenida Inajar de Souza, 3535",Limao,RAIZEN,-,-,-,-,-,13/11/2019,Não
Auto Posto Arinella Belem Ltda,"Rua Siqueira Bueno, 1081",Belezinho,RAIZEN,-,-,-,-,-,05/11/2019,Não
Auto Posto Arinella Brooklin Ltda,"Avenida Vereador Jose Diniz, 1709",Santo Amaro,RAIZEN,-,-,-,-,-,25/11/2019,Não
Auto Posto Reivillo Ltda,"Rua Ribeiro de Barros, 18",Pompéia,RAIZEN,-,-,-,-,-,21/11/2019,Não
Hawai Auto Posto Ltda,"Avenida Ermano Marchetti, 800",Agua Branca,RAIZEN,-,-,-,-,-,21/11/2019,Não
Carrefour Comercio e Industria Ltda,"Pra A Alberto Lion, 100 Patio",Cambuci,RAIZEN,-,-,-,-,-,12/11/2019,Não
Malure Auto Posto Ltda,"Avenida Professorluiz Ignacio Anhaia Mello, 1622",Quinta da Paineira,RAIZEN,-,-,-,-,-,12/11/2019,Não
Auto Posto Sergio¿s Ltda,"Avenida Alexios Jafet, 1150",Jardim Ipanema,RAIZEN,-,-,-,-,-,06/11/2019,Não
Posto Jaguare Ltda,"Rua Schilling, 257",Vila Hamburguesa,RAIZEN,-,-,-,-,-,07/11/2019,Não
A.p. Vila Esperança Ltda,"Avenida Padre Olivetanos, 558",Penha de França,IPIRANGA,-,-,-,-,-,05/11/2019,Não
Auto Posto Marmell Ltda,"Avenida Ragueb Chohfi, 4.000",Parque Boa Esperanca,IPIRANGA,-,-,-,-,-,27/11/2019,Não
Posto de Abastecimento Fiesta Ltda,"Avenida Guarapiranga, 597",Vila Socorro,IPIRANGA,-,-,-,-,-,25/11/2019,Não
Auto Posto Sapopetro Ltda,"Avenida Sapopemba, 6005",Sapopemba,IPIRANGA,-,-,-,-,-,26/11/2019,Não
Centro Automotivo Lagos Andinos Ltda,"Avenida Miguel Stefano, 2309/11",Parque do Estado,IPIRANGA,-,-,-,-,-,18/11/2019,Não
Posto de Servicos Os Cunhados Ltda,"Av. Nordestinos,, 2718",Vila Progresso,IPIRANGA,-,-,-,-,-,21/11/2019,Não
Posto de Servicos Golan Ltda,"Avenida Sumare, 1549",Perdizes,IPIRANGA,-,-,-,-,-,21/11/2019,Não
Posto de Servicos Jardim da Gloria Ltda,"Avenida Lins de Vasconcelos, 1867",Jd da Gloria,IPIRANGA,-,-,-,-,-,12/11/2019,Não
Auto Posto Point Ltda - Epp,"Rua da Mooca, 3.622",Mooca,IPIRANGA,-,-,-,-,-,05/11/2019,Não
Auto Posto City Lapa Ltda,"Rua Cordilheiras, 4",Cicy Lapa 1,IPIRANGA,-,-,-,-,-,06/11/2019,Não
Posto de Servicos Johnny Ltda,"Rua Professor Cardoso de Melo Neto, 445",Jardim Santa Terezinha,BRANCA,-,-,-,-,-,13/11/2019,Não
Csp Auto Posto Ltda.,"Rua Doutor Elisio de Castro, 238",Ipiranga,BRANCA,-,-,-,-,-,18/11/2019,Não
Gentil V de Miranda Cia Ltda,"Etr Boi Mirim, 8691",Sto Amaro,BRANCA,-,-,-,-,-,27/11/2019,Não
Auto Posto Kan Tan Ltda,"Avenida Dr Ricardo Jafet, 168",Ipiranga,BRANCA,-,-,-,-,-,12/11/2019,Não
Auto Posto Vila Re Ltda,"R. Itingucu, 1541, S/n",Vila Ré,BRANCA,-,-,-,-,-,05/11/2019,Não
Auto Posto Vila Diva Ltda,"Avenida Sapopemba, 3577",Vl Diva,BRANCA,-,-,-,-,-,26/11/2019,Não
São Luis - Comercio Varejista de Combustíveis Ltda.,"Avenida Santa Amaro, 650",Jardim Paulista,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,13/11/2019,Não
Auto Posto Uniprimos Ltda,"Rua Turiassu, 1499",Perdizes,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,21/11/2019,Não
Centro Automotivo Portal Jardim Sul Ltda,"Avenida Giovanni Gronchi, 5595",Vila Andrade,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,26/11/2019,Não
Trevo Servicos Automotivos Limitada,"Avenida Pe Arlindo Vieira, 160",Saude,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,25/11/2019,Não
Posto de Servico 101 Ltda,"Avenida Zelina, 101 Terreo",Vila Zelina,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,27/11/2019,Não
Reunidos Auto Posto Ltda,"Rua Augusto Carlos Baumann, 327 Antigo 103",Itaquera,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,27/11/2019,Não
Auto Posto Tucuruvi Ltda,"Avenida Cel. Sezefredo Fagundes, 263",Tucuruvi,PETROBRAS DISTRIBUIDORA S.A.,-,-,-,-,-,06/11/2019,Não
Posto de Serviços Malta 01 Ltda,"Avenida Professor Luis Ignacio Anhaia Mello, 680",Quinta da Paineira,RAIZEN,-,-,-,-,-,12/11/2019,Não
Fabio Motta Marques,"Avenida Condessa Elizabeth Robiano, 2222",Penha de França,RAIZEN,-,-,-,-,-,13/11/2019,Não
Auto Posto Macuco Ltda,"Avenida Macuco, 644",Moema,RAIZEN,-,-,-,-,-,13/11/2019,Não
Brilhante Auto Posto Ltda,"Avenida da Aclimacao, 613",Aclimacao,RAIZEN,-,-,-,-,-,12/11/2019,Não
Bridge Serviços Automotivos Ltda,"Avenida Inajar de Souza, 40",Freguesia do Ó,RAIZEN,-,-,-,-,-,13/11/2019,Não
Posto de Servico Agua Funda Ltda,"Avenida Professor Abrahao de Morais, 3606",Vila Firmino Pinto,RAIZEN,-,-,-,-,-,18/11/2019,Não
Auto Posto Abv Ltda,"Avenida Adolfo Pinheiro, 1264",Santo Amaro,RAIZEN,-,-,-,-,-,25/11/2019,Não
Posto Isola Derivados de Petroleo Ltda,"Avenida Robert Kennedy, 850",Socorro,RAIZEN,-,-,-,-,-,26/11/2019,Não
Gamelinha Servicos Automotivos Ltda,"Avenida Professor Edgard Santos, 2435",Vila Matilde,RAIZEN,-,-,-,-,-,27/11/2019,Não
Argetax Administracao e Participacoes em Empreendimentos Comerciais Ltda,"Rua Regina Aragao, 38",Vl Moinho Velho,RAIZEN,-,-,-,-,-,25/11/2019,Não
Parambos Auto Posto Ltda,"Avenida Bosque da Saude, 2135",Saude,RAIZEN,-,-,-,-,-,18/11/2019,Não
Auto Posto Sete Estrelas Ltda.,"Rua Joaquim de Oliveira Freitas, 32",Vila Jaguará,RAIZEN,-,-,-,-,-,06/11/2019,Não
